Timestamp,acc.z,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm
363822,0.9011757373809814,35871,29989,31351,31439
363832,0.8893284201622009,36235,28332,30287,32878
363842,0.8579000234603882,35727,27834,30372,32877
363852,0.833187997341156,35555,27388,30103,32975
363862,0.8391607403755188,35736,25701,30149,34210
363872,0.8213139176368713,34859,26291,30556,33507
363882,0.778915286064148,34778,25929,30266,33446
363892,0.7648427486419678,34675,27313,29865,31963
363902,0.8108546733856201,34421,28128,29363,31012
363912,0.8057762980461121,45551,41286,42244,43158
363922,0.7839483618736267,46629,43345,43371,44072
363932,0.8197500109672546,52845,50219,50211,51009
363942,0.8898328542709351,53356,51114,50993,51956
363952,0.9295747876167297,56134,52560,52230,54362
363962,1.0208789110183716,56637,52512,52271,55414
363972,1.080010175704956,57800,52629,52347,56177
363982,1.1114031076431274,58141,52672,51664,56561
363992,1.1540664434432983,57857,52065,52568,56687
364002,1.191620111465454,57606,51231,52569,57515
364012,1.2365877628326416,57203,51862,53189,56773
364022,1.278685212135315,56670,51525,53244,56899
364032,1.30305016040802,56581,51908,53324,56050
364042,1.3274500370025635,56412,52639,53267,55392
364052,1.347042202949524,51550,47156,48134,50078
364062,1.3431639671325684,40350,34881,35921,38196
364072,1.321218490600586,39529,34293,34777,36528
364082,1.2557120323181152,37642,33171,33476,34539
364092,1.1862764358520508,36449,33073,33097,33090
364102,1.1363314390182495,35542,32915,33464,32305
364112,1.0572456121444702,35868,32930,32753,31888
364122,1.0383787155151367,35476,32065,32619,32367
364132,1.0097870826721191,35297,31848,32583,32050
364142,0.9642265439033508,34812,31826,32881,31528
364152,0.9426884055137634,34793,30749,32424,32317
364162,0.9168257117271423,34504,30432,32552,32046
364172,0.9038918018341064,34580,29564,31963,32632
364182,0.8774110078811646,34947,28955,31489,32537
364192,0.818146288394928,35409,28722,30695,32849
364202,0.8330478668212891,35534,28750,30560,32070
364212,0.8145634531974792,34968,28673,30560,31999
364222,0.7772297263145447,35475,28116,29720,32025
364232,0.7893447279930115,34762,28371,29885,31638
364242,0.7799007296562195,42446,37097,37797,39208
364252,0.8019272685050964,48822,45554,45842,46503
364262,0.8471310138702393,52909,49818,50007,51185
364272,0.8538841009140015,54857,51444,51998,53449
364282,0.9475855231285095,56124,52157,53276,55121
364292,1.0012035369873047,56512,51807,52722,55428
364302,1.0440080165863037,57204,51948,53469,56496
364312,1.0966908931732178,57527,52430,53284,56246
364322,1.1794666051864624,57449,51973,53424,56563
364332,1.214284062385559,56945,50514,51927,55764
364342,1.2286057472229004,46410,36231,37998,43810
364352,1.2300505638122559,42203,32662,35067,39947
364362,1.1838289499282837,39801,32449,34068,36876
364372,1.1511238813400269,38305,32213,33151,34231
364382,1.1037710905075073,36757,32745,34074,32088
364392,1.0501788854599,36556,33703,33250,30792
364402,1.01023530960083,35272,33703,34686,29706
364412,0.9730379581451416,35135,33661,33982,29890
364422,0.9539521932601929,34771,34125,34541,28363
364432,0.928587794303894,35341,32535,33085,30243
364442,0.9153294563293457,35146,31171,33175,30982
364452,0.8667495250701904,35018,30444,32728,31537
364462,0.860736072063446,35492,29821,31778,31639
364472,0.8348244428634644,35291,28554,31330,32740
364482,0.8302565813064575,35173,28285,31230,32465
364492,0.8333619236946106,35717,26907,30034,33531
364502,0.7887219190597534,35279,27089,30438,33276
364512,0.7663968801498413,35685,26975,29391,33168
364522,0.7904648780822754,35114,26856,29518,33027
364532,0.7778950333595276,34627,26777,29645,32751
364542,0.7717971205711365,34399,27285,29138,32268
364552,0.7235755324363708,33720,27029,29667,31951
364562,0.7207238078117371,38636,33942,22668,24657
364572,0.7206503748893738,41391,37320,18560,19569
364582,0.7552095651626587,42730,40531,15296,14976
364592,0.7271082997322083,46467,42463,19183,21379
364602,0.7394479513168335,49172,45233,32255,35415
364612,0.7630529403686523,49135,44075,40538,43753
364622,0.7518969178199768,44059,39708,49882,50842
364632,0.793258547782898,39112,34198,54061,54835
364642,0.8510771989822388,33483,34942,57045,55391
364652,0.91874098777771,35062,33359,56375,56173
364662,0.9584712982177734,35320,33415,56675,56393
364672,1.003902554512024,34657,29420,49617,51371
364682,1.0376207828521729,17344,19052,50429,48682
364692,1.0197571516036987,27576,23986,42958,43982
364702,1.0263557434082031,38665,32738,29128,37203
364712,1.0017439126968384,46017,38443,19767,28967
364722,1.005263328552246,49358,42781,7085,24402
364732,0.9572447538375854,49822,41987,8556,22792
364742,0.9277578592300415,49162,43127,7508,23342
364752,0.9027009010314941,48933,43139,10017,20736
364762,0.8965017795562744,48149,43707,9532,20649
364772,0.8925907015800476,47222,44534,12977,17029
364782,0.8483309745788574,46667,44742,13337,16144
364792,0.8279264569282532,41725,40858,22390,21187
364802,0.8467739224433899,37000,35268,29162,27930
364812,0.8392447829246521,28670,29219,36659,33474
364822,0.8175684809684753,21417,21883,41487,39060
364832,0.8181225061416626,19090,16552,42383,42446
364842,0.7753992080688477,15066,11617,44072,45282
364852,0.8047356605529785,18361,11482,42251,45216
364862,0.8150200247764587,20243,10520,40586,45722
364872,0.824429452419281,28044,15584,34706,42327
364882,0.8011322617530823,32236,18362,29904,40343
364892,0.8263290524482727,36392,24735,25210,34989
364902,0.8251399993896484,43333,32972,22788,34938
364912,0.7885884046554565,54275,51135,41859,47678
364922,0.8353623151779175,55556,53897,40965,46318
364932,0.8676307201385498,58308,56764,43721,47819
364942,0.9425023794174194,59132,58079,43886,46764
364952,0.9997581243515015,59122,56832,46724,49422
364962,1.0383360385894775,59067,56279,49190,51336
364972,1.0703108310699463,57668,54221,52077,54482
364982,1.1126042604446411,56367,51308,54437,57012
364992,1.1908210515975952,55350,50029,55227,58026
365002,1.2105218172073364,54488,48588,55931,58826
365012,1.2539986371994019,55100,49063,55194,58716
365022,1.2835546731948853,54673,48849,54806,58849
365032,1.3126051425933838,56010,50941,53036,57449
365042,1.3480806350708008,50446,45257,44541,50531
365052,1.3572841882705688,42863,36639,31397,37927
365062,1.3293706178665161,42084,36765,29193,35331
365072,1.2716140747070312,41456,38556,30063,32551
365082,1.2108501195907593,39857,38883,28433,28862
365092,1.1485542058944702,38568,38116,29186,28748
365102,1.1231788396835327,37773,38613,30072,27759
365112,1.0649478435516357,36644,37757,30707,27685
365122,1.0218478441238403,35366,37091,31640,27601
365132,0.9989772439002991,34595,34090,32065,30674
365142,0.9730845093727112,34114,33256,32568,30781
365152,0.9376351833343506,33603,31495,32621,32292
365162,0.9037024974822998,33386,29884,32500,33399
365172,0.892054557800293,33230,29087,32191,33854
365182,0.8919702768325806,33700,27296,31403,34995
365192,0.8290921449661255,34222,27786,30298,34360
365202,0.79163658618927,41949,35098,37504,41972
365212,0.8360150456428528,51628,47983,48138,50699
365222,0.8558841943740845,52454,48470,48922,51743
365232,0.9002447724342346,55530,51924,50932,53792
365242,0.9881962537765503,56978,53294,51154,54558
365252,1.043461561203003,46106,39734,59214,59225
365262,1.0853915214538574,51924,47533,57536,59263
365272,1.1362547874450684,53692,49382,55969,58421
365282,1.1772834062576294,50838,46083,57905,59959
365292,1.2262930870056152,54299,49446,54842,58305
365302,1.268502950668335,57986,55349,49307,54351
365312,1.3006139993667603,58932,56971,47789,51831
365322,1.3259471654891968,59694,59302,42344,46859
365332,1.3356605768203735,59505,58323,44332,48176
365342,1.3387101888656616,51338,48076,19094,20937
365352,1.3121834993362427,45228,41701,25893,27780
365362,1.2434812784194946,42349,39384,26697,27457
365372,1.1809850931167603,36506,34489,33557,32723
365382,1.1244598627090454,33788,33135,34635,33255
365392,1.0821483135223389,44872,44192,19535,17549
365402,1.038543701171875,45026,44374,18852,16347
365412,1.002115249633789,41122,39389,25452,23700
365422,0.9490679502487183,35408,32777,32569,30557
365432,0.9208253622055054,30296,25944,36760,36804
365442,0.9245514273643494,23951,16589,41610,42389
365452,0.8947944045066833,22654,14066,41671,44138
365462,0.8816892504692078,19915,7937,43904,46411
365472,0.8788904547691345,21980,10082,41884,45877
365482,0.8763048648834229,22737,7138,41964,46249
365492,0.8751033544540405,28426,15336,36699,42397
365502,0.8508952856063843,31798,17142,34903,40130
365512,0.8751962780952454,36118,25780,28495,33688
365522,0.8770238757133484,39417,29876,24875,28776
365532,0.8500306010246277,41094,34833,20562,23926
365542,0.83123779296875,42513,38211,18919,18768
365552,0.8251039385795593,41722,39841,19404,17140
365562,0.7925183176994324,41970,40936,19784,15059
365572,0.8036691546440125,39427,39396,23141,17287
365582,0.8086369633674622,37421,37179,25886,19498
365592,0.7350531220436096,32854,34103,29123,22023
365602,0.7100378274917603,29237,28881,32320,27196
365612,0.7228548526763916,26890,26501,33560,29653
365622,0.7013360857963562,23784,20946,35547,34149
365632,0.6933035850524902,28491,22721,38155,39581
365642,0.6778666973114014,43299,38784,50739,52820
365652,0.7074379920959473,48513,45713,52253,56303
365662,0.8118388652801514,51169,47389,53040,58580
365672,0.9026167988777161,53317,49054,50639,58580
365682,0.973966658115387,55879,51191,49672,59397
365692,1.0116041898727417,57105,53387,47882,58686
365702,1.0820624828338623,56270,50396,51321,59892
365712,1.1483283042907715,53493,49411,53070,60075
365722,1.2030789852142334,53545,49260,53858,59965
365732,1.245290994644165,44388,42822,58525,59979
365742,1.2685887813568115,54603,52294,52484,58310
365752,1.3143023252487183,55618,55704,49004,56890
365762,1.3259879350662231,58942,58036,45245,51619
365772,1.348761796951294,58130,58744,44656,52305
365782,1.3355132341384888,59411,58959,44392,47915
365792,1.3420490026474,57223,57822,46408,53226
365802,1.3424891233444214,57719,57000,49005,50746
365812,1.34762704372406,51748,49191,15917,21094
365822,1.2984648942947388,51613,47017,20463,15342
365832,1.2495081424713135,44105,43376,23699,23156
365842,1.2081537246704102,37811,32813,35989,29548
365852,1.1571381092071533,27430,27121,40776,38759
365862,1.1071563959121704,18908,13650,48005,43132
365872,1.0633549690246582,16318,14948,46297,45478
365882,1.0508472919464111,19724,10950,47336,44501
365892,1.0211526155471802,18468,11849,45085,46700
365902,1.0152982473373413,22945,6151,45890,45675
365912,1.0283201932907104,21885,8725,42992,47248
365922,0.9850448966026306,28557,7572,42113,44149
365932,0.9848514199256897,33833,18782,33514,40619
365942,0.9640205502510071,40309,20003,30370,34957
365952,0.9484012126922607,42116,30154,22287,29879
365962,0.9274875521659851,45889,32187,20233,22725
365972,0.8765550851821899,44551,37380,17415,21214
365982,0.8495241403579712,45948,40177,19139,12832
365992,0.8281975984573364,42374,40431,21636,16715
366002,0.8158444762229919,40934,39706,27075,12351
366012,0.8220105171203613,51912,53302,49060,43774
366022,0.8580565452575684,52450,53551,53524,46205
366032,0.8861484527587891,50164,51928,54024,50409
366042,0.9321396350860596,51351,50637,57964,54184
366052,1.027642846107483,50683,48606,57963,57538
366062,1.0686700344085693,52179,44857,59134,58768
366072,1.1107085943222046,53264,46159,57144,59410
366082,1.2084276676177979,55467,43201,56880,59657
366092,1.1973086595535278,56384,47098,54165,59329
366102,1.2415987253189087,58026,46964,53115,58199
366112,1.2858904600143433,58241,50308,51704,56774
366122,1.3293219804763794,47977,32156,32166,35851
366132,1.3200594186782837,45466,35891,32184,34214
366142,1.2651969194412231,43896,34350,32217,27724
366152,1.1936320066452026,40716,35895,32459,28440
366162,1.1608160734176636,39377,36029,36123,22223
366172,1.1122660636901855,36254,35329,36069,26328
366182,1.0514976978302002,33131,29467,41083,28876
366192,1.0323898792266846,25607,24648,43830,36096
366202,0.9866424798965454,22213,16800,46979,39477
366212,0.9918718338012695,18376,11768,46959,44237
366222,0.9866271018981934,27151,16242,42705,40542
366232,0.9685924649238586,32658,20574,36636,38943
366242,0.9419081211090088,40936,26701,28561,31792
366252,0.9189856648445129,42517,29439,23696,30379
366262,0.8804085850715637,47932,34562,15161,22417
366272,0.8722892999649048,45689,36377,16691,22115
366282,0.854634702205658,47895,39416,13213,16201
366292,0.8543731570243835,46913,42197,13294,12966
366302,0.8530288338661194,45820,43197,15843,9799
366312,0.7834040522575378,44631,44325,17666,7299
366322,0.7454171776771545,47495,48924,26291,13607
366332,0.7388172149658203,51757,52756,42180,31589
366342,0.7695249319076538,50029,52524,52993,46002
366352,0.8216552734375,47150,48288,56946,53479
366362,0.8759579062461853,42489,42967,58763,58445
366372,1.0048155784606934,45088,41062,59318,59318
366382,1.0377905368804932,47540,38563,59599,59599
366392,1.080732822418213,47948,38030,59599,59599
366402,1.1188688278198242,49809,35392,59599,59599
366412,1.1788924932479858,28776,7100,47705,53394
366422,1.1875030994415283,30515,4098,46575,53852
366432,1.183428168296814,34874,12218,39964,47575
366442,1.1711704730987549,40371,17673,34824,41498
366452,1.1220057010650635,44363,29108,28209,34026
366462,1.0966171026229858,47224,35839,22811,24394
366472,1.0622130632400513,47000,40544,20832,19100
366482,0.9920399785041809,47335,44354,20437,11198
366492,0.955281138420105,43954,44634,25840,10942
366502,0.9210814237594604,42604,44008,29279,9601
366512,0.942680835723877,37822,40407,34165,16250
366522,0.8806118965148926,33761,37974,38807,17781
366532,0.8657549023628235,29457,32614,40772,25539
366542,0.8652740120887756,24209,27910,43739,30117
366552,0.8373925685882568,23985,22523,42779,35520
366562,0.8025491237640381,22129,17987,42969,39254
366572,0.815146803855896,25236,13798,40322,41844
366582,0.8369470238685608,25720,10607,38983,43906
366592,0.8438621759414673,31103,11408,34634,42817
366602,0.7932848334312439,32670,10104,32370,43519
366612,0.8343300223350525,36035,14465,28949,40157
366622,0.8245507478713989,38148,17518,24835,38498
366632,0.766403079032898,38253,22372,24735,34202
366642,0.7661974430084229,39067,25749,21793,31770
366652,0.7432824969291687,50290,44766,41169,44072
366662,0.7465708255767822,52566,51234,46873,46745
366672,0.7884006500244141,49463,48058,54842,53595
366682,0.8304688930511475,42502,43087,58854,58854
366692,0.8865704536437988,42943,42649,58854,58854
366702,0.9514487981796265,48310,48218,59431,58631
366712,1.0252596139907837,51340,48884,58712,58154
366722,1.098806619644165,51373,47590,58340,59340
366732,1.147875428199768,55053,48357,55884,58603
366742,1.1857023239135742,57523,50951,52312,57651
366752,1.2334109544754028,59176,52259,49702,56489
366762,1.2526967525482178,59979,55242,45774,53919
366772,1.2674914598464966,59789,58235,40988,48483
366782,1.2654083967208862,54778,46548,16870,21751
366792,1.253774881362915,51638,45877,16832,19113
366802,1.1881814002990723,48819,45865,19062,15291
366812,1.1341084241867065,40887,40068,31538,24289
366822,1.0912753343582153,30011,32915,40671,32194
366832,1.0442227125167847,21605,26402,45793,36780
366842,1.0238498449325562,10754,20743,49346,42164
366852,1.0210877656936646,13329,18046,48683,43268
366862,0.9913984537124634,13464,17470,47530,44558
366872,1.0005898475646973,16717,13735,46284,45655
366882,0.9849416613578796,18306,11531,44610,47012
366892,0.9583114385604858,21095,7800,43081,47942
366902,0.9904088377952576,24563,8421,40076,47615
366912,0.9625079035758972,34208,15895,32061,43182
366922,0.924932062625885,39428,20274,24683,40236
366932,0.8700605034828186,42840,26671,19397,34850
366942,0.8495891094207764,46377,33059,9992,29583
366952,0.8306911587715149,46399,36546,10042,24803
366962,0.809403657913208,46440,40171,8053,21680
366972,0.7803992629051208,42502,39805,16682,20699
366982,0.7695919871330261,38307,41015,21423,19614
366992,0.7538607120513916,51028,52947,49422,45834
367002,0.7973183393478394,47400,52489,51973,47854
367012,0.8780832290649414,48109,52979,57237,53676
367022,0.8900131583213806,44719,50560,58828,56672
367032,0.9637866020202637,46964,48115,59591,58784
367042,1.0388435125350952,46172,45873,59921,59979
367052,1.0929526090621948,49641,44471,58711,59979
367062,1.1395756006240845,52233,43053,56824,59979
367072,1.1868499517440796,55394,46062,53458,59694
367082,1.2255427837371826,57288,47627,49383,59566
367092,1.2638299465179443,57960,50249,48984,57857
367102,1.281162977218628,58437,51581,47367,57094
367112,1.2803337574005127,54101,47404,44301,51330
367122,1.2944096326828003,40485,36171,35449,37034
367132,1.257218837738037,36266,35696,37999,35524
367142,1.215351939201355,31552,34802,39638,32286
367152,1.1745353937149048,28413,33555,40816,32448
367162,1.130953073501587,26221,33696,42501,30498
367172,1.0737074613571167,25316,32424,42164,32311
367182,1.0482817888259888,26066,31257,41723,32624
367192,1.0199781656265259,28205,30213,39120,33934
367202,0.979957103729248,30446,27084,37408,35847
367212,0.9433887004852295,32662,27597,34678,36151
367222,0.9191640615463257,33966,25728,32369,37060
367232,0.8965287804603577,35315,25317,30342,37206
367242,0.884688675403595,36531,24223,28811,38154
367252,0.8742699027061462,36941,23908,27926,37891
367262,0.8349371552467346,36019,24643,28364,37211
367272,0.8265714645385742,35266,25137,28851,36475
367282,0.8331908583641052,51294,46686,48415,52007
367292,0.8655390739440918,50534,46875,49343,51870
367302,0.902197003364563,53611,50577,52683,54803
367312,0.9347957372665405,53231,51052,54351,55334
367322,0.9686938524246216,53591,51665,55652,56328
367332,1.0405535697937012,54248,52477,55884,56190
367342,1.1029077768325806,53317,52117,57099,56913
367352,1.122607946395874,54969,52038,55661,57024
367362,1.1793609857559204,54253,51155,56497,57427
367372,1.2308937311172485,54779,50595,55733,57464
367382,1.2693052291870117,55234,51021,55216,56979
367392,1.29397714138031,55289,50476,54774,57066
367402,1.3159539699554443,39730,30262,37088,41920
367412,1.2736188173294067,38416,30564,37630,40985
367422,1.2471705675125122,35607,29906,36247,36764
367432,1.1740052700042725,33708,29629,36263,35775
367442,1.1353546380996704,33210,29485,36791,34347
367452,1.0869975090026855,31867,29795,36953,34072
367462,1.041339635848999,31753,30150,37396,32424
367472,1.0124773979187012,31641,30337,36498,32599
367482,0.9694463014602661,32029,29954,36400,31935
367492,0.9615501165390015,31467,29190,35895,33010
367502,0.92412269115448,31412,28521,35979,32844
367512,0.8739905953407288,32539,28308,33923,33346
367522,0.8730825781822205,33154,27628,33207,33147
367532,0.8611657619476318,33021,27095,32520,33696
367542,0.8109341263771057,33785,26638,31273,33801
367552,0.8056927919387817,32815,25778,31733,34332
367562,0.8249108195304871,33674,25523,30426,34923
367572,0.7955731153488159,32454,25056,31232,35024
367582,0.7696420550346375,31665,25035,31210,34910
367592,0.7641153335571289,31436,25479,31192,34041
367602,0.7025851607322693,30275,25032,31499,34491
367612,0.7352112531661987,30186,26650,31456,32493
367622,0.7301590442657471,29706,25913,31037,33075
367632,0.7014623880386353,30443,25948,30130,32469
367642,0.6800842881202698,30134,27145,29259,31767
367652,0.6832730770111084,28881,26980,30683,30975
367662,0.7163686156272888,28588,26999,29868,31100
367672,0.6571675539016724,28940,26355,29822,30635
367682,0.6187434196472168,29499,26504,28305,30652
367692,0.6434327363967896,29130,26408,28570,30073
367702,0.677533745765686,36188,31002,30146,35638
367712,0.6638670563697815,51416,47760,47547,50783
367722,0.6999502182006836,51861,47603,47640,51633
367732,0.7351844310760498,55433,50359,50706,54990
367742,0.7767999768257141,56208,49511,51815,56762
367752,0.8523488640785217,56410,49654,54055,57962
367762,0.9433775544166565,56571,47962,55389,58821
367772,0.9972226023674011,55318,48585,56445,58670
367782,1.0612447261810303,54653,47924,57903,58774
367792,1.0933518409729004,52757,48555,58710,58617
367802,1.1479361057281494,51353,48586,59950,57633
367812,1.1865829229354858,52090,49955,59001,56698
367822,1.2398191690444946,49491,41260,54386,51167
367832,1.2441984415054321,39088,29346,41689,39723
367842,1.2607370615005493,42268,28573,39475,37235
367852,1.2164324522018433,41458,28723,36355,33914
367862,1.1470993757247925,40654,29069,32739,34045
367872,1.1061254739761353,42030,27450,32191,32548
367882,1.0326114892959595,40867,27914,30656,33917
367892,1.0180317163467407,40141,27721,32603,32346
367902,0.9862052798271179,38188,26356,33918,33574
367912,0.9581610560417175,36515,26576,35230,33135
367922,0.9121209979057312,34302,27472,35872,33255
367932,0.8952516317367554,32561,27065,37484,32879
367942,0.8867496252059937,31796,27164,37096,33228
367952,0.8818040490150452,30526,26712,37710,33427
367962,0.8362988829612732,30312,25933,37382,33933
367972,0.817316472530365,30527,25552,37076,34388
367982,0.8320809006690979,30095,26245,36724,33817
367992,0.8279913067817688,30514,25716,34908,34133
368002,0.8303297758102417,32641,25074,32915,33752
368012,0.8037699460983276,34388,24948,30572,33632
368022,0.7625151872634888,36100,23886,28690,33745
368032,0.7532179355621338,37556,23813,27396,33214
368042,0.7437655329704285,37477,23447,27108,33124
368052,0.7306495308876038,41544,26885,28422,35386
368062,0.7250627279281616,46457,35873,39686,43834
368072,0.7562611699104309,47952,41240,46096,46095
368082,0.8003233671188354,52128,47307,53050,52499
368092,0.8271145224571228,52975,48106,56487,54085
368102,0.8783855438232422,51570,49582,58535,54945
368112,0.9532896876335144,52801,48503,59857,54915
368122,1.024359107017517,53944,49118,59448,55446
368132,1.0602085590362549,53335,47535,60171,54133
368142,1.1035480499267578,53181,46211,60171,56157
368152,1.1508618593215942,54638,44275,59979,54172
368162,1.2103208303451538,53491,43899,59789,55919
368172,1.2442716360092163,56524,41620,59505,53287
368182,1.2795490026474,56881,43893,58363,54494
368192,1.2983664274215698,54714,31977,53385,45396
368202,1.3035510778427124,48116,21727,39122,36655
368212,1.2798761129379272,49906,21553,35619,32285
368222,1.2084319591522217,46561,24347,31871,32187
368232,1.1642929315567017,46637,22710,31476,31482
368242,1.121928095817566,43758,24131,32444,31937
368252,1.0531924962997437,42717,25371,34725,29060
368262,1.0332595109939575,39296,26830,36719,28730
368272,1.041506290435791,35698,28101,40339,26462
368282,0.9830820560455322,32385,29373,41903,25911
368292,0.942323625087738,29481,29986,43986,24622
368302,0.9169092774391174,28667,29806,43812,25336
368312,0.8738088607788086,28978,30938,42890,25205
368322,0.9098839163780212,29950,28890,41683,27295
368332,0.9018465280532837,31480,29987,39064,27029
368342,0.8472965359687805,34517,27949,36355,28092
368352,0.8251379728317261,35416,27599,33509,29836
368362,0.8197686672210693,37511,25379,31735,30388
368372,0.8073931336402893,38586,23953,28343,32913
368382,0.7928667664527893,39359,21409,28135,33558
368392,0.7778809666633606,48763,34407,37669,45769
368402,0.7579976916313171,54404,44418,49322,52890
368412,0.8090985417366028,55922,45616,52167,55967
368422,0.8962920308113098,56009,47012,55673,56235
368432,0.9404451251029968,55237,46399,56296,56682
368442,1.020836353302002,54878,48729,58147,56070
368452,1.0699437856674194,54085,48944,59003,56143
368462,1.1022636890411377,54588,48983,59171,55782
368472,1.1610442399978638,54443,49613,59258,54949
368482,1.189168095588684,54248,50281,59232,54272
368492,1.1852068901062012,54110,49847,59617,54025
368502,1.2276549339294434,55186,49518,58481,54373
368512,1.2716045379638672,55714,48821,57967,54715
368522,1.2978442907333374,44792,32752,47143,43472
368532,1.288637399673462,38738,22497,41667,40895
368542,1.24325692653656,37616,22473,38983,38394
368552,1.1878401041030884,37444,21689,37712,39705
368562,1.1417115926742554,37229,22371,36621,37928
368572,1.0953527688980103,35985,24999,35785,36924
368582,1.0747361183166504,36511,28002,35972,32739
368592,1.0374857187271118,36776,31018,33740,31196
368602,0.987586498260498,35942,32920,35406,27292
368612,0.9771332144737244,34449,35664,34871,25665
368622,0.9387854933738708,34805,34496,36026,25465
368632,0.8983004689216614,33143,36089,35619,25129
368642,0.9095513820648193,33403,33853,36135,26010
368652,0.8874240517616272,31219,34966,35575,26985
368662,0.8482974171638489,33353,33650,37504,29601
368672,0.8483505249023438,48727,50125,51682,48969
368682,0.8866772055625916,50224,48950,52616,50590
368692,0.9236606359481812,52225,50906,54979,55079
368702,0.9812967777252197,53143,49556,56005,55991
368712,1.0240445137023926,53020,48732,56173,58486
368722,1.0790225267410278,53944,46168,56820,59282
368732,1.1379294395446777,52976,46649,56213,59933
368742,1.1502563953399658,54771,46431,55876,59563
368752,1.2153972387313843,54066,47723,54406,59810
368762,1.2492471933364868,38054,27451,38122,45413
368772,1.2351144552230835,34791,30336,35169,41819
368782,1.2066782712936401,34333,31779,35684,35644
368792,1.128934383392334,33192,35669,34831,33049
368802,1.0912325382232666,32144,36050,36961,29295
368812,1.0511605739593506,31720,38316,35734,27404
368822,1.0151617527008057,30894,37307,37390,26716
368832,0.980783224105835,29829,39902,36949,24134
368842,0.9654706120491028,30334,37566,37252,25468
368852,0.9265176653862,29361,37518,36793,27141
368862,0.906573474407196,30423,34215,36257,28910
368872,0.8722701668739319,29379,30919,35460,33236
368882,0.8652816414833069,29497,27847,35767,34871
368892,0.809281587600708,28625,25448,34451,37981
368902,0.819322407245636,30639,23464,33434,38078
368912,0.8393964767456055,31136,20764,30851,41064
368922,0.7955952882766724,31802,20777,31777,39793
368932,0.8013049364089966,31434,21463,30119,40332
368942,0.7691833972930908,31430,22396,31246,38137
368952,0.7785558104515076,30338,23210,30519,38263
368962,0.781367301940918,30577,26174,31135,34495
368972,0.7395461201667786,29170,27921,30549,34091
368982,0.7137415409088135,27713,28894,32571,31659
368992,0.6868845224380493,26802,31020,31307,30942
369002,0.6888730525970459,26574,29801,32234,30646
369012,0.6645432710647583,24153,32511,31619,29959
369022,0.6463263630867004,24934,31288,32055,29110
369032,0.6556898355484009,28226,36717,35737,34966
369042,0.6615694761276245,47861,50366,50452,50312
369052,0.720138430595398,49383,52034,51054,54003
369062,0.8003381490707397,52328,52126,53352,56871
369072,0.8472030758857727,51461,53084,53443,58872
369082,0.9196948409080505,52472,54551,55253,57971
369092,0.9748551845550537,51049,54508,54525,59278
369102,1.03965163230896,51075,53054,56352,59649
369112,1.083305835723877,49024,52189,55778,60558
369122,1.1055632829666138,50051,50287,56187,60364
369132,1.154876708984375,48257,50737,54132,59979
369142,1.1964266300201416,45888,48235,51378,58116
369152,1.236222743988037,27303,36463,33559,49664
369162,1.2231974601745605,29454,34833,35282,45872
369172,1.1847237348556519,25966,36595,31274,43401
369182,1.1320207118988037,27572,36930,32368,38710
369192,1.0829856395721436,24154,40892,31037,37010
369202,1.0446057319641113,26261,40744,31760,34434
369212,0.992495596408844,23300,43456,29780,34603
369222,0.9736480116844177,23670,41714,32029,32955
369232,0.9392250776290894,21804,43658,30150,33941
369242,0.9204432964324951,23985,40603,31181,34330
369252,0.9150307178497314,20607,41913,30462,35184
369262,0.8725713491439819,21920,37970,31961,36568
369272,0.8309913873672485,19096,38711,30601,38352
369282,0.8171718716621399,21020,35081,31255,39125
369292,0.7843120694160461,19371,34956,28980,41473
369302,0.8181830644607544,43565,49835,49380,54172
369312,0.856483519077301,44161,52934,50816,57419
369322,0.8858258128166199,47206,54118,52256,58567
369332,0.9335438013076782,46660,54554,50394,58763
369342,0.9950390458106995,49479,55053,51403,59619
369352,1.043251872062683,48219,56052,50265,59789
369362,1.1038562059402466,48898,55600,52221,59821
369372,1.159013271331787,47375,56650,51214,59884
369382,1.2000168561935425,48546,57016,52385,58770
369392,1.2220066785812378,48098,57821,51079,58980
369402,1.2479926347732544,48796,57564,52025,58142
369412,1.2751339673995972,47362,57628,52101,58452
369422,1.3009936809539795,47084,57133,53718,57798
369432,1.325457215309143,22704,42665,36779,44811
369442,1.313087821006775,22760,39502,36104,43252
369452,1.2690256834030151,21397,39740,37808,41829
369462,1.2134073972702026,19463,37494,37470,40015
369472,1.162959098815918,20213,35238,38385,39167
369482,1.1065564155578613,19991,36864,37134,37834
369492,1.0725040435791016,20872,33921,38806,38109
369502,1.023725152015686,21551,34664,36350,38061
369512,0.9785260558128357,25651,32587,35898,36619
369522,0.9569712281227112,26113,34572,33393,36792
369532,0.9631465077400208,30843,33770,32137,33959
369542,0.9311802983283997,30154,35209,29697,34679
369552,0.8787532448768616,47548,47301,44993,46968
369562,0.9057403206825256,52689,54160,49814,53057
369572,0.9812387824058533,54175,51891,49865,53729
369582,1.0106345415115356,54025,53170,51600,56663
369592,1.0677835941314697,55353,51334,53446,56926
369602,1.1122220754623413,53537,52677,54200,57961
369612,1.1567696332931519,53554,51946,56325,56711
369622,1.1957693099975586,50132,53137,57496,57615
369632,1.2539863586425781,50817,51722,58835,56622
369642,1.3021342754364014,49029,54130,58421,56171
369652,1.2955968379974365,50589,53326,59316,54352
